"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Bangladesh","BGD","Net financial flows, others (NFL, current US$)","DT.NFL.MOTH.CD","","","","","","","","","","","0","0","0","0","0","0","0","13900000","438337.4","22116320.7","62540795.7","59461409.4","60983336","17454965.1","28066022","18172328.9","60141344.2","-19018441.8","3120562.8","-16402984.2","19072366","-19930152","-17403844.3","-5106516.9","3472258.1","-6617186.4","43868399.3","6570602.9","37327135.3","13523566.8","15705282.3","25258609.9","29257646.2","11618126.2","4881849.5","-14131729","290765.9","33537290.8","-10716839.1","37463541.7","27120839.1","35723818","33991625.7","111998281.2","114749957.5","77155694.1","198126297.4","58036987.9","",
"Bangladesh","BGD","Net financial flows, RDB concessional (NFL, current US$)","DT.NFL.RDBC.CD","","","","","","","","","","","0","0","0","0","0","16436000","3681000","10755000","36286000","41583000","56596000","44283000","31201000","48274000","77347000","142352495.6","140271210.6","165023584.5","236717971.1","320291489.6","289954625.6","259161000","302395000","210412000","355325000","245040000","263013000","148263000","181257000","214118000","196203000","122743000","84886148.6","96147000","-20645000","57318000","106090000","127196000","298477000","149794000","74964000","56450000","115679000","92593412","187278000","97214000","99871000","69180000","",
"Bangladesh","BGD","Net financial flows, RDB nonconcessional (NFL, current US$)","DT.NFL.RDBN.CD","","","","","","","","","","","0","0","0","5146000","360000","986000","154000","37000","-463000","-467000","380000","-331000","-673000","-660000","-675000","-614000","-632000","-653000","-187000","-192000","-273000","-247000","-271000","-283000","-277000","-228000","-212000","-205000","-216000","0","0","238000","6249000","20502000","71774000","86054000","81765000","55365000","121724000","701932000","166118000","99423000","222284000","-25892740","-104264000","247542000","374588000","364931000","",
"Bangladesh","BGD","Net flows on external debt, long-term (NFL, current US$)","DT.NFL.DLXF.CD","","","","","","","","","","","0","0","65006000","302603000","508883000","424867000","268816000","265625000","330769000","495348000","561411000","489903000","768228000","473374000","517733000","541741000","872725000","740872000","760462000","906998000","862727000","530400000","614031000","383742000","691298000","244234000","532479000","232871000","364295000","362004000","374669000","408348000","208589000","464931000","458950000","305403000","579068000","464936000","1374461000","1160514000","527865000","399746000","1687657000","1569090000","2215508000","1515269000","1930932000","4038716000","",
"Bangladesh","BGD","Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","116320000","276260000","363500000","290800000","378040000","335151000","401662000","917862000","237298000","-253068000","302464000","",
"Bangladesh","BGD","Net flows on external debt, public and publicly guaranteed (PPG) (NFL, current US$)","DT.NFL.DPPG.CD","","","","","","","","","","","0","0","65006099.5","302603358.9","508883363.7","424866857.5","268816059","265624507","330769339.7","495348089","561411345.5","489902879.7","768227731.5","473374316.2","517732621.3","541741050.1","872724624.9","740871834","760461823.9","906997703.8","862727420.2","530399987.7","614030614.9","383742249.4","691298455.3","244233738","532478942.7","232870853.1","364295241.4","362003712.8","374668834.2","408347809.8","208589460.8","464930824.3","458949645.4","305403449.4","579068312.9","348616322.6","1098200950.3","797013599.3","237065345.1","21706309.1","1352505563.6","1167428282.6","1297645611.9","1277970952.3","2183999732.5","3736251966.2","",
"Bangladesh","BGD","Net flows on external debt, short-term (NFL, current US$)","DT.NFL.DSTC.CD","","","","","","","","","","","0","0","0","0","0","0","0","23000000","44000000","43000000","102000000","16000000","-19000000","-39000000","-37000000","2000000","-10000000","-51100000","-24200000","17170000","87780000","62750000","12800000","-82140000","36940000","-950000","-21010000","11960000","-25280000","104570000","79710000","6000000","205000000","72000000","95000000","-40000000","506000000","188000000","527000000","40000000","1014000000","-844000000","-146170000","1775614000","418240000","2480137000","1203798000","2930321000","",
"Bangladesh","BGD","Net flows on external debt, total (NFL, current US$)","DT.NFL.DECT.CD","","","","","","","","","","","0","0","132862099.5","303509358.9","594680096.4","471403068.9","344058705.8","256167163.4","400626272.3","579785663.9","755829751","590177901.7","858445168.5","481168113.1","409838651.7","545047051.2","825124060.9","880549746.6","777763987.1","824318317.7","809884198","687781876.4","660620751.9","251365274.2","673861530.6","182641226.6","425206176.3","128541424.2","371004625.6","373770150.5","367324504.2","354113984.3","327722912.2","533520549.9","700668882.9","364798884.6","1233606900","652936322.6","2104390441.5","1177607734.4","1496545149.1","-575464494.1","1482543676.3","3623171793.6","2698968180","4204153957.5","3116016766.5","6956359403.3","",
"Bangladesh","BGD","Net foreign assets (current LCU)","FM.AST.NFRG.CN","","","","","","","","","","","","","","","594568327.84198","885804908.11913","1283386178.93743","-578844311.145556","-454513714.248985","-867636042.028071","-4572015653.78452","-10724001924.3244","-10824885828.7802","980893600.645115","-54697266.9999981","-2765695215.39256","-2055634074.32","3019264748.448","9838460808.3485","230661014.144001","10300850462.7726","28794608197.722","50926772500","76101736766.158","114609264582.758","81489029672.5968","66988762173.6322","64459992931.226","77252944604.4436","82344411823.1127","96066967735.4803","57534284733.5563","83501192931.9342","133383148539.082","164731703859.994","148143985720.135","211924377216.466","293040994531.158","300461388863.348","562843788003.621","642203218356.1","601693276458.456","927002761359.63","1272572053873.47","1511903727777.74","1913166549681.14","2197619165900.49","2251958194102.38","",
"Bangladesh","BGD","Net incurrence of liabilities, total (% of GDP)","GC.LBL.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.90572601488997","2.67986199584829","2.2784305934597","2.76487317829134","2.98682853865406","3.19503985505457","2.52561078152644","4.58108562641029","3.05008436020275","2.80697993714913","3.58597807799886","3.2396568567596","3.32932008793705","3.1375130760845","3.70960381838713","3.67588014269326","","",
"Bangladesh","BGD","Net incurrence of liabilities, total (current LCU)","GC.LBL.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113788250000","84222810000","79362340000","105975930000","127559711000","154108583000","138858005000","288004699000","215052847000","223867513000","328414200000","341849900000","399159900000","421579600000","562302600000","636980000000","","",
"Bangladesh","BGD","Net intake rate in grade 1 (% of official school-age population)","SE.PRM.NINT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.7322082519531","90.5934982299805","91.0588302612305","92.6975173950195","91.7636871337891","","","","","","","","",
"Bangladesh","BGD","Net intake rate in grade 1, female (% of official school-age population)","SE.PRM.NINT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5319671630859","90.1584701538086","90.8610229492188","94.0077896118164","92.0537185668945","","","","","","","","",
"Bangladesh","BGD","Net intake rate in grade 1, male (% of official school-age population)","SE.PRM.NINT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.92431640625","91.010871887207","91.2487030029297","91.4396286010742","91.4853363037109","","","","","","","","",
"Bangladesh","BGD","Net investment in nonfinancial assets (% of GDP)","GC.NFN.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.92077834260667","1.76809530597517","1.93453580929271","2.08714485486337","2.19397856250239","2.00285333295384","1.58018516561577","1.30275430098069","1.46253882228732","1.69583864707757","1.709011553251","1.98452235088433","2.15795645684671","2.56866321186144","2.33594117122002","2.37941364004409","","",
"Bangladesh","BGD","Net investment in nonfinancial assets (current LCU)","GC.NFN.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55959380000","55567770000","67383790000","79999010000","93699142000","96605020000","86878533000","81901844000","103119488000","135249695000","156516200000","209407600000","258722400000","345144700000","354082500000","412320000000","","",
"Bangladesh","BGD","Net lending (+) / net borrowing (-) (% of GDP)","GC.NLD.TOTL.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-0.570927482606054","-0.151864704257727","-0.104760791937993","-0.631122062959504","-0.970706746206338","-1.2407973930308","-1.14512894423187","-0.829757737693226","-1.44315774648766","-0.813674182832758","-0.822744381919415","-0.137399019195394","0.0690736503748045","-0.769287559545676","-1.33807311151329","-1.46353097897648","","",
"Bangladesh","BGD","Net lending (+) / net borrowing (-) (current LCU)","GC.NLD.TOTL.CN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-16633230000","-4772810000","-3649030000","-24190530000","-41456371000","-59848245000","-62959155000","-52165392000","-101752983000","-64893665000","-75349300000","-14498400000","8281400000","-103367200000","-202825430000","-253610000000","","",
"Bangladesh","BGD","Net migration","SM.POP.NETM","","","-142378","","","","","-161822","","","","","-2977854","","","","","-1076732","","","","","-787467","","","","","-219363","","","","","-798161","","","","","-756121","","","","","-1541457","","","","","-3570954","","","","","-2526483","","","","","-2350001","",
"Bangladesh","BGD","Net ODA provided to the least developed countries (% of GNI)","DC.ODA.TLDC.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net ODA provided, to the least developed countries (current US$)","DC.ODA.TLDC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net ODA provided, total (% of GNI)","DC.ODA.TOTL.GN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net ODA provided, total (constant 2015 US$)","DC.ODA.TOTL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net ODA provided, total (current US$)","DC.ODA.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net ODA received (% of central government expense)","DT.ODA.ODAT.XP.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.6472498359784","20.864630394675","29.6530570612898","28.6142176967575","23.3519231041254","20.4289100675638","21.9368544821462","23.9695470165192","12.2316911602119","13.1491629875153","11.8035498405879","16.7584110465188","18.468668901063","14.7436174361837","14.6291433275065","12.0117989336282","","",
"Bangladesh","BGD","Net ODA received (% of GNI)","DT.ODA.ODAT.GN.ZS","","","","","","","","","","","","","","5.19816500004239","4.24335985259523","5.51247145622897","4.92701998257344","8.16288677297999","7.51618920043878","7.48378618986193","7.0866560596443","5.33754004274","7.09603094544039","5.75197904329288","6.10098638147898","4.97246871599334","6.43202990699106","7.20876925571591","5.93857610465074","6.11685102062806","6.49238815346379","5.94663606209651","5.59872652110565","4.0601460440751","5.00478523321291","3.27837876820409","2.5772916100099","2.04049922350353","2.26168444023852","2.3078301592331","2.13120276216926","1.87849021731418","1.58246519751217","2.23358611002257","2.08586043311808","1.82076373631425","1.6118179644164","1.78576829098208","2.09851407170023","1.11876129260828","1.12713266071421","1.07667855887581","1.48923211020667","1.625129658692","1.31374313013781","1.23716990639289","1.0697640844811","1.43595487880065","",
"Bangladesh","BGD","Net ODA received (% of gross capital formation)","DT.ODA.ODAT.GI.ZS","","","","","","","","","","","","2.13307702914274","75.7474457748694","59.8240406441648","57.5860169017003","89.6253544504207","49.6527661840734","70.5281729061537","64.8798735408046","66.6687114211687","49.129754357439","31.6362434598785","41.5778470703216","35.7420044157756","38.0517864929335","31.9412207330505","40.5434947193095","47.6788043105223","38.5982644521892","38.7831517753177","40.2402117995947","35.9472010539225","33.1385779245979","23.238929742951","28.0464557463421","17.6694176766551","12.7569490337312","9.6185474199025","10.516681042468","10.468285990766","9.24190516340565","8.00642351768526","6.76057303043256","9.41533562270103","8.70726239714716","7.36131726300389","6.51288002282626","7.25918038960962","8.62534435037632","4.60756693861595","4.64224641601622","4.23736899030707","5.71526004193882","6.18479006209186","4.90343568538642","4.56086813662473","3.8154583687368","4.90867231270099","",
"Bangladesh","BGD","Net ODA received (% of imports of goods, services and primary income)","DT.ODA.ODAT.MP.ZS","","","","","","","","","","","","","","","","","50.3934102383091","62.1198755437589","60.1490468162974","53.7294842966496","44.312359758617","36.6887919269465","47.5101362033349","42.4859757968618","40.1798130362174","38.6056855384676","48.0671890250166","57.5966925084019","45.7550068795468","42.6073389830509","50.5550020305174","47.7624313411219","42.2044414714285","29.0282072378076","31.3226871676645","16.4528931031915","16.0664281820374","12.603455627632","14.2525700305225","13.2687283677763","11.7222631059456","10.4324281767186","9.537849534351","12.2285202323885","10.5370237459369","8.26838965460042","6.86941752169959","7.28572481304036","7.85057421970534","5.04902033534061","4.52587621728933","3.77895865161957","5.42029156589918","5.95721147012917","5.04873888892373","5.32144157382635","4.91682861392097","6.26934525433286","",
"Bangladesh","BGD","Net ODA received per capita (current US$)","DT.ODA.ODAT.PC.ZS","","","","","","","","","","","","0.231239129803797","3.31018305862631","6.13572178147749","7.60384074161308","15.0284850811061","6.8204916836276","10.4684767466778","12.9165302223129","14.6732370837501","15.7936224068336","13.1273692605802","15.5498372574775","11.8004385914766","13.0804486275801","12.0872492680113","14.9155393808624","18.2278886513334","15.9876689077324","17.369723358567","19.7079457895318","17.2931519250818","16.3492026186417","12.1663952581121","15.0013426747819","10.7975215689073","10.1267716253313","8.17377532242635","9.19635203302797","9.45123552996806","8.92475229163172","7.79227596796472","6.59257395866156","10.0552441748592","10.0265740338787","9.2060228973631","8.41237388111898","10.2821008442272","13.9167949445846","8.22426906042714","9.23173375022614","9.71126887927248","13.8322144964754","16.7136409594205","15.1979910276372","15.943646860601","15.3729734161489","22.7121859193192","",
"Bangladesh","BGD","Net official aid received (constant 2015 US$)","DT.ODA.OATL.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official aid received (current US$)","DT.ODA.OATL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official development assistance and official aid received (constant 2015 US$)","DT.ODA.ALLD.KD","","","","","","","","","","","","113750000","1111420000","1815780000","2068040000","3760110000","1657680000","2440450000","2702400000","2791370000","2836370000","2486360000","3097870000","2379270000","2783170000","2626420000","2704040000","2931750000","2433340000","2743540000","2924410000","2573440000","2355020000","1815600000","2199920000","1440240000","1444540000","1294050000","1507340000","1572410000","1543270000","1457210000","1205680000","1631340000","1527570000","1386800000","1243930000","1397660000","1865900000","1169500000","1312520000","1312780000","1908330000","2368300000","2190150000","2583930000","2505050000","3745100000","",
"Bangladesh","BGD","Net official development assistance and official aid received (current US$)","DT.ODA.ALLD.CD","","","","","","","","","","","","15360000","223760000","421470000","531390000","1071620000","497890000","784360000","995010000","1162660000","1286720000","1099040000","1337400000","1042430000","1186820000","1126530000","1428050000","1792600000","1614360000","1799490000","2092760000","1880240000","1818390000","1383260000","1742890000","1281740000","1228070000","1012360000","1162860000","1219490000","1174330000","1045000000","900550000","1397870000","1416830000","1320430000","1222890000","1512900000","2070900000","1237380000","1404600000","1494680000","2154050000","2633590000","2422640000","2570130000","2505050000","3740010000","",
"Bangladesh","BGD","Net official development assistance received (constant 2015 US$)","DT.ODA.ODAT.KD","","","","","","","","","","","","113750000","1111420000","1815780000","2068040000","3760110000","1657680000","2440450000","2702400000","2791370000","2836370000","2486360000","3097870000","2379270000","2783170000","2626420000","2704040000","2931750000","2433340000","2743540000","2924410000","2573440000","2355020000","1815600000","2199920000","1440240000","1444540000","1294050000","1507340000","1572410000","1543270000","1457210000","1205680000","1631340000","1527570000","1386800000","1243930000","1397660000","1865900000","1169500000","1312520000","1312780000","1908330000","2368300000","2190150000","2583930000","2505050000","3745100000","",
"Bangladesh","BGD","Net official development assistance received (current US$)","DT.ODA.ODAT.CD","","","","","","","","","","","","15360000","223760000","421470000","531390000","1071620000","497890000","784360000","995010000","1162660000","1286720000","1099040000","1337400000","1042430000","1186820000","1126530000","1428050000","1792600000","1614360000","1799490000","2092760000","1880240000","1818390000","1383260000","1742890000","1281740000","1228070000","1012360000","1162860000","1219490000","1174330000","1045000000","900550000","1397870000","1416830000","1320430000","1222890000","1512900000","2070900000","1237380000","1404600000","1494680000","2154050000","2633590000","2422640000","2570130000","2505050000","3740010000","",
"Bangladesh","BGD","Net official flows from UN agencies, FAO (current US$)","DT.NFL.FAOG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1670000","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, IAEA (current US$)","DT.NFL.IAEA.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470000","700000","530000","760000","920000","820000","440000","640000","550000","820000","820000","450000","",
"Bangladesh","BGD","Net official flows from UN agencies, IFAD (current US$)","DT.NFL.IFAD.CD","","","","","","","","","","","","","","","","","","","","","8200000","8460000","4100000","4580000","6320000","16200000","23040000","21160000","7600000","10250000","21340000","4580000","9730000","3740000","3240000","4980000","5660000","3960000","8320000","7350000","12560000","7170000","5920000","8430000","8370000","8540000","3030000","6260000","5830000","9010000","17700000","21590000","16330000","12000000","19160000","27060000","42220000","27040000","",
"Bangladesh","BGD","Net official flows from UN agencies, ILO (current US$)","DT.NFL.ILOG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","970000","1950000","1120000","1760000","1280000","1270000","",
"Bangladesh","BGD","Net official flows from UN agencies, UNAIDS (current US$)","DT.NFL.UNAI.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","400000","140000","800000","370000","360000","420000","590000","390000","490000","520000","500000","220000","130000","",
"Bangladesh","BGD","Net official flows from UN agencies, UNDP (current US$)","DT.NFL.UNDP.CD","","","","","","","","","","","","","30000","210000","2220000","3370000","4260000","6930000","13340000","13400000","18790000","23110000","21540000","24480000","25960000","28500000","33630000","35180000","29660000","33850000","23980000","21200000","23930000","18920000","17500000","11180000","5930000","9290000","20790000","13880000","18830000","12220000","14390000","15890000","19590000","16000000","11830000","16420000","5900000","12880000","19690000","16890000","14710000","15020000","11280000","11220000","7090000","6540000","",
"Bangladesh","BGD","Net official flows from UN agencies, UNECE (current US$)","DT.NFL.UNEC.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, UNFPA (current US$)","DT.NFL.UNFP.CD","","","","","","","","","","","","","","","","","","2240000","","","6640000","4430000","2860000","3410000","3880000","3120000","2280000","1620000","2940000","3080000","4510000","2470000","2590000","3160000","6110000","8330000","7990000","6750000","6910000","5950000","3680000","13720000","10330000","22310000","6310000","4710000","6250000","6120000","6560000","6330000","6600000","6360000","5530000","7400000","7470000","7040000","6900000","5150000","",
"Bangladesh","BGD","Net official flows from UN agencies, UNHCR (current US$)","DT.NFL.UNCR.CD","","","","","","","","","","","","","","","","","","","3230000","5150000","740000","700000","640000","50000","50000","40000","50000","","150000","160000","120000","290000","20350000","18560000","17960000","5450000","3870000","2950000","710000","760000","1890000","2200000","2360000","2170000","","80000","270000","490000","210000","600000","450000","","1170000","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, UNICEF (current US$)","DT.NFL.UNCF.CD","","","","","","","","","","","","","5990000","2970000","9620000","10470000","7900000","8660000","14630000","22200000","17810000","12190000","9860000","12610000","13130000","12630000","14620000","20340000","23170000","23800000","33780000","31970000","40950000","31620000","37050000","27590000","24540000","18010000","14410000","13880000","12470000","12840000","11280000","10860000","10950000","11550000","11770000","16040000","20750000","22190000","24040000","21370000","14280000","24210000","23510000","25280000","22200000","21040000","",
"Bangladesh","BGD","Net official flows from UN agencies, UNPBF (current US$)","DT.NFL.UNPB.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, UNRWA (current US$)","DT.NFL.UNRW.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, UNTA (current US$)","DT.NFL.UNTA.CD","","","","","","","","","","","","","350000","670000","690000","1210000","960000","1250000","1760000","2400000","680000","2560000","1980000","3420000","2360000","4870000","2450000","4780000","2520000","4800000","3670000","5940000","3330000","6590000","3620000","10720000","3160000","5710000","4000000","6340000","5480000","6620000","7080000","7540000","7260000","10070000","4650000","7650000","810000","","","","","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, UNWTO (current US$)","DT.NFL.UNWT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net official flows from UN agencies, WFP (current US$)","DT.NFL.WFPG.CD","","","","","","","","","","","","","9960000","6280000","590000","16370000","21980000","40410000","41640000","36740000","13210000","27960000","44070000","35430000","71810000","26200000","40010000","59440000","53090000","58350000","51190000","47580000","76550000","25000000","67000000","40740000","3430000","39580000","16080000","23110000","8920000","23530000","25410000","16120000","9940000","18180000","5070000","11600000","9630000","21890000","19390000","9920000","10360000","6200000","5610000","3100000","1110000","640000","",
"Bangladesh","BGD","Net official flows from UN agencies, WHO (current US$)","DT.NFL.WHOL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4530000","3500000","5270000","5820000","5410000","7750000","4580000","",
"Bangladesh","BGD","Net primary income (BoP, current US$)","BN.GSR.FCTY.CD","","","","","","","","","","","","","","","","","-23811738.7449154","-32165410.7595418","-26977556.7905853","-1547067.67196314","6590801.61228231","-55494816.0060772","-125244175.745079","-81864753.1567674","-67625449.0890704","-112028082.645011","-135521526.856127","-125088268.308206","-125891023.064957","-108211961.574218","-115562972.891513","-96963993.1712484","-65899646.558163","-75655575.7480688","-38254516.8188177","68325636.0156463","-63680468.6375411","-111369382.37628","-114686533.731147","-164124384.241832","-266455647.150003","-285294570.52417","-265229649.787075","-304771340.984189","-371341303.01162","-779077452.345334","-840697440.93886","-967940626.510627","-1018927050.36792","-1399340584.86402","-1454451740.99007","-1516740381.28185","-1814547523.44622","-2507704100.60269","-2727444787.29975","-2583175131.09196","-2686386825.60826","-2718446541.61864","",
"Bangladesh","BGD","Net primary income (Net income from abroad) (constant LCU)","NY.GSR.NFCY.KN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bangladesh","BGD","Net primary income (Net income from abroad) (current LCU)","NY.GSR.NFCY.CN","","","","","","","","","","","","","","165951500","82839700","-74814200","-175473300","-654284100","-658364900","-452965900","292455500","5573000000","6448000000","12211000000","13302000000","9800000000","12844000000","17636000000","18885000000","20443000000","20915000000","23600000000","29020000000","34122000000","42338000000","46512000000","49536000000","58458000000","64972000000","75526000000","87135000000","88413000000","125425000000","140418000000","165831000000","189280000000","272075000000","352755000000","483895000000","559012000000","646035000000","725135000000","893020000000","964291000000","895494000000","984021000000","998112000000","849010000000","",
"Bangladesh","BGD","Net primary income (Net income from abroad) (current US$)","NY.GSR.NFCY.CD","","","","","","","","","","","","","","21327785.6316669","10399158.9254331","-8428819.28796755","-11816383.8383838","-42293736.2637363","-43542652.1164021","-29761228.6465177","18892474.1602067","341064871.481028","321756487.025948","513930976.430976","532080000","376923076.923077","428133333.333333","568903225.806452","605288446.737995","636853612.827879","635714256.229897","661064425.770308","769761273.209549","902698412.698413","1055810473.81546","1157014925.37313","1211149144.25428","1369039812.64637","1431101321.5859","1570840266.22296","1731961836.613","1638491475.16679","2183963085.49539","2425181347.15026","2816901647.69832","3077723577.23577","4051146515.7832","5107949609.03562","7052834863.72249","8124890992.17469","9338019435.32615","10185295732.9449","11285907465.2141","12063695606.2117","11521979400.5443","12664020663.5342","12753289864.5722","10730662285.1365","",
"Bangladesh","BGD","Net secondary income (BoP, current US$)","BN.TRF.CURR.CD","","","","","","","","","","","","","","","","","228104356.282042","414577080.233362","585549466.34487","895362876.991831","1120576689.56523","935530035.185431","1298765222.37761","1432003166.42554","1268770166.6086","1183882065.16815","1219034557.69136","1502973061.40168","1631916474.67927","1395971490.5485","1613494327.16652","1811580065.49354","1808041220.03503","1950258566.45277","2089169238.77569","2264909293.53152","1908777095.65312","2132268580.45467","2166959153.30435","2496062039.53132","2419502884.60343","2567855500.11624","3239323469.32086","3578062789.40694","3947542401.4066","5155102913.76581","5933064384.07418","7287661842.88306","9617754297.67892","10980766130.8699","11379299070.571","12242924733.8616","14547947303.0244","14499375595.657","15602625160.9589","15769294315.1444","14123083235.7731","14012662842.2624","",
"Bangladesh","BGD","Net secondary income (Net current transfers from abroad) (constant LCU)","NY.TRF.NCTR.KN","","","","","","","","","","","","","","0","13309272570.1686","16004578094.2733","20453177939.3362","18125064537.2743","26370546272.5702","36946063881.7711","37780416661.7007","32261000000","33790000000","43411000000","36457000000","32596000000","27222000000","29930000000","40322000000","32489000000","34020503257.3996","39061942456.5615","41916480494.8573","42759098575.6923","38829477669.2013","46845055663.1363","38168000000","42729000000","20606000000","22539000000","31577000000","19904000000","15585000000","17025000000","16048000000","19306000000","25013000000","25576000000","33429000000","13319000000","22077000000","14990000000","7979000000","8308000000","","","","","",
"Bangladesh","BGD","Net secondary income (Net current transfers from abroad) (current LCU)","NY.TRF.NCTR.CN","","","","","","","","","","","47040000","47520000","58800000","3629340100","1545600000","3713969800","4075149900","5037500000","7636070200","10580719900","12434099500","11252000000","12927000000","18022000000","17261000000","17154000000","15472000000","18862000000","27357000000","23940000000","26616000000","32576000000","35997000000","36826000000","34703000000","44942000000","38168000000","44049000000","22363000000","25600000000","36532000000","23392000000","18902000000","25114000000","21583000000","26808000000","36529000000","39885000000","56713000000","24069000000","42479000000","31015000000","17909000000","53749000000","63342000000","56001000000","5828000000","3530000000","",
"Bangladesh","BGD","Net secondary income (Net current transfers from abroad) (current US$)","NY.TRF.NCTR.CD","","","","","","","","","","","9799999.61065418","9899999.60668127","9800000","466436203.572806","194024604.56942","418428323.569175","274420868.686869","325630252.10084","505031097.883598","695185275.952694","803236401.808786","688616891.064871","645059880.239521","758501683.501683","690440000","659769230.769231","515733333.333333","608451612.903226","876826901.636819","745794427.975318","808996922.965094","912492997.198879","954827586.206896","974232804.232804","865411471.321696","1117960199.00498","933202933.98533","1031592505.8548","492577092.511013","532445923.460899","726137944.742596","433506300.963677","329131116.14139","433747841.105354","366621369.118397","435902439.02439","543910065.515188","577541268.462207","826599621.046495","349827912.97978","614006559.386441","435638808.163013","226332351.788896","672423132.786961","814997330.176723","720714111.973808","74466766.5860412","44615773.5085945","",
